Order,Full Name,Ecosubsection,Ecosection,Ecoprovince,Ecosection_code,Ecoprovince_code
742,341C Uinta Basin Section,341C,341C,341,99,19
743,341Ca Uinta Basin Subsection,341Ca,341C,341,99,19
744,341D Mono Section,341D,341D,341,100,19
745,341Da Carson Valley-Truckee Meadows Subsection,341Da,341D,341,100,19
746,341Db Pine Nut Mountains Subsection,341Db,341D,341,100,19
747,341Dc Antelope-Mason Valleys and Hills Subsection,341Dc,341D,341,100,19
748,341Dd Sweetwater Mountains-Pine Grove Hills Subsection,341Dd,341D,341,100,19
749,341De Bodie Hills-Excelsior Mountains Subsection,341De,341D,341,100,19
750,341Df Mono Valley Subsection,341Df,341D,341,100,19
751,341Dh Crowley Flowlands Subsection,341Dh,341D,341,100,19
752,341Di Benton-Upper Owens Valleys Subsection,341Di,341D,341,100,19
753,341Dj White Mountains Subsection,341Dj,341D,341,100,19
754,341Dk Fort Sage Mountains-Lemmon Valley Subsection,341Dk,341D,341,100,19
755,341Dl Glass Mountain Subsection,341Dl,341D,341,100,19
756,341Dm Virginia Range Subsection,341Dm,341D,341,100,19
757,341Dn Wassuk Range Subsection,341Dn,341D,341,100,19
758,341E Northern Mono Section,341E,341E,341,101,19
759,341Ea Northwestern Nevada Basins Subsection,341Ea,341E,341,101,19
760,341Eb Humbolt Ranges Subsection,341Eb,341E,341,101,19
761,341Ec Stillwater-Northwestern Nevada Ranges Subsection,341Ec,341E,341,101,19
762,341F Southeastern Great Basin Section,341F,341F,341,102,19
763,341Fa Silver Peak Mountains-Fish Lake Valley Subsection,341Fa,341F,341,102,19
764,341Fb Inyo Mountains Subsection,341Fb,341F,341,102,19
765,341Fc Saline Valley-Cottonwood Mountains Subsection,341Fc,341F,341,102,19
766,341Fd Northern Amargosa-Grapevine Mountains Subsection,341Fd,341F,341,102,19
767,341Fe Cosa-Argus Ranges Subsection,341Fe,341F,341,102,19
768,341Ff Panamint Range Subsection,341Ff,341F,341,102,19
769,341Fg Sarcobatus Flat Subsection,341Fg,341F,341,102,19
770,341Fj South Central Nevada Valleys Subsection,341Fj,341F,341,102,19
771,341Fk Pine Valley Mountains Subsection,341Fk,341F,341,102,19
772,341Fl Gabbs Range-Lone Valley Mountains Subsection,341Fl,341F,341,102,19
773,341Fm Clover Delamar-Bull Valley Mountains Subsection,341Fm,341F,341,102,19
774,341Fn Red Mountain Subsection,341Fn,341F,341,102,19
775,341Fo South Central Nevada Ranges Subsection,341Fo,341F,341,102,19
776,341G Northeastern Great Basin Section,341G,341G,341,103,19
777,341Ga  Upper Northeeastern Valleys and Foothills Subsection,341Ga,341G,341,103,19
778,341Gb Jarbridge Mountains and Foothills Subsection,341Gb,341G,341,103,19
779,341Gc Tuscarora-Independence-Bull Run Mountains Subsection,341Gc,341G,341,103,19
780,342 Intermountain Semi-Desert Province,342,342,342,104,20
781,342A Bighorn Basin Section,342A,342A,342,105,20
782,342Aa Owl Creek Mountain Subsection,342Aa,342A,342,105,20
783,342Ac Northern Rocky Mountain Foothills Subsection,342Ac,342A,342,105,20
784,342Ad Bighorn Basin Subsection,342Ad,342A,342,105,20
785,342B Northwestern Basin and Range Section,342B,342B,342,106,20
786,342Ba Pluvial Lake Basins Subsection,342Ba,342B,342,106,20
787,342Bb High Lava Plains Subsection,342Bb,342B,342,106,20
788,342Bc Honey Lake Basin-Pyramid Lake Basin Subsection,342Bc,342B,342,106,20
789,342Bd Cottonwood-Skedaddle Mountains Subsection,342Bd,342B,342,106,20
790,342Be Madeline Plain Subsection,342Be,342B,342,106,20
791,342Bf Tule Peak-Pah Rah Range Subsection,342Bf,342B,342,106,20
792,342Bg Fox-Selenite-Sahwave-Truckee Ranges Subsection,342Bg,342B,342,106,20
793,342Bi High Desert-Wetlands Subsection,342Bi,342B,342,106,20
794,342Bj Steens Mountain-Trout Creek Mountains Subsection,342Bj,342B,342,106,20
795,342Bk Forested Mountains Subsection,342Bk,342B,342,106,20
796,342Bl Pueblo River-Upper Quinn River Valleys Subsection,342Bl,342B,342,106,20
797,342C Owyhee Uplands Section,342C,342C,342,107,20
798,342Ca Owyhee Basalt Plain Subsection,342Ca,342C,342,107,20
799,342Cb Salmon Falls Creek Buttes Subsection,342Cb,342C,342,107,20
800,342Cc Owyhee Tablelands Subsection,342Cc,342C,342,107,20
801,342Cd Bruneau Plateau Subsection,342Cd,342C,342,107,20
802,342Ch Owyhee Mountains Subsection,342Ch,342C,342,107,20
803,342D Snake River Basalts and Basins Section,342D,342D,342,108,20
804,342Db Southern Idaho Terraces Subsection,342Db,342D,342,108,20
805,342Dc Lost River Valleys Subsection,342Dc,342D,342,108,20
806,342Dd Eastern Idaho Plateaus North Subsection,342Dd,342D,342,108,20
807,342De Snake River Plains-Lava Fields Subsection,342De,342D,342,108,20
808,342Df Snake River Lava Plains and Buttes Subsection,342Df,342D,342,108,20
809,342Dg Blackfoot Mountains Subsection,342Dg,342D,342,108,20
810,342Dh Craters of the Moon Subsection,342Dh,342D,342,108,20
811,342Di Mountain Home Uplands Subsection Subsection,342Di,342D,342,108,20
812,342Dk Treasure Valley Subsection,342Dk,342D,342,108,20
813,342Dl Alkaline Foothills Subsection,342Dl,342D,342,108,20
814,342Dm Mt. Bennett Hills-Camas Prairie Subsection,342Dm,342D,342,108,20
815,342E Bear Lake Section,342E,342E,342,109,20
816,342Ea West Bear River Divide Subsection,342Ea,342E,342,109,20
817,342Eb East Bear River Divide Subsection,342Eb,342E,342,109,20
818,342Ec Overthrust Belt Channeled Hills Subsection,342Ec,342E,342,109,20
819,342F Central Basin and Hills Section,342F,342F,342,110,20
820,342Fa Western Wind River Basin Subsection,342Fa,342F,342,110,20
821,342Fb Eastern Wind River Basin Subsection,342Fb,342F,342,110,20
822,342Fc Granite Mountains Subsection,342Fc,342F,342,110,20
823,342Fd Saratoga Basin Subsection,342Fd,342F,342,110,20
824,342Ff Laramie Basin Subsection,342Ff,342F,342,110,20
825,342Fg Hanna Basin-Rawlins Uplift Subsection,342Fg,342F,342,110,20
826,342Fi Shirley Basin Subsection,342Fi,342F,342,110,20
827,342Fj Bates Hole Subsection,342Fj,342F,342,110,20
828,342Fk Sage Creek Basin-Severson Flats Subsection,342Fk,342F,342,110,20
829,342Fl Rattle Snake Hills Subsection,342Fl,342F,342,110,20
830,342G Green River Basin Section,342G,342G,342,111,20
831,342Ga Green River Basin Subsection,342Ga,342G,342,111,20
832,342Gb Great Divide Basin Subsection,342Gb,342G,342,111,20
833,342Gc Rock Springs Uplift Subsection,342Gc,342G,342,111,20
834,342Gd Washakie Basin Subsection,342Gd,342G,342,111,20
835,342Ge Upper Green River Basin Subsection,342Ge,342G,342,111,20
836,342Gf Muddy Creek-Little Snake River Valleys Subsection,342Gf,342G,342,111,20
837,342Gg Axial Basin High Subsection,342Gg,342G,342,111,20
838,342Gj Flaming Gorge Canyon Lands Subsection,342Gj,342G,342,111,20
839,342H Blue Mountain Foothills Section,342H,342H,342,112,20
840,342Ha John Day-Clarno Uplands Subsection,342Ha,342H,342,112,20
841,342Hb Deschutes River Valley Subsection,342Hb,342H,342,112,20
842,342Hc John Day River Valleys Subsection,342Hc,342H,342,112,20
843,342Hd Semi-Arid Foothills Subsection,342Hd,342H,342,112,20
844,342He Powder-Burnt River Valleys Subsection,342He,342H,342,112,20
845,342I Columbia Basin Section,342I,342I,342,113,20
846,342Ia Missoula Flood Channeled Scablands Subsection,342Ia,342I,342,113,20
847,342Ib Missoula Flood Loess Islands Subsection,342Ib,342I,342,113,20
848,342Ic Umatilla Plateau Subsection,342Ic,342I,342,113,20
849,342Id Okanogan Draift Hills Subsection,342Id,342I,342,113,20
850,342Ie Missoula Flood Slackwater Basins Subsection,342Ie,342I,342,113,20
851,342Ig Yakima Folds Subsection,342Ig,342I,342,113,20
852,342Im Okanogan Valley Subsection,342Im,342I,342,113,20
853,342J Eastern Basin and Range Section,342J,342J,342,114,20
854,342Ja South Central Idaho Ranges Subsection,342Ja,342J,342,114,20
